crime,count,broad,detailed
VIOL COMPETITIVE BID/PROC. REQ,1,Low Level Crime,Low Level Crime
WALKED RDWAY WHERE SIDEWALKS P,1,Low Level Crime,Low Level Crime
ATT HINDERING APPREHENSION,33,Obstructing,Att Obstructing
ATT AGG PERJURY,617,Obstructing,Att Obstructing
ATT RETALIATION,47,Obstructing,Att Obstructing
ATT RETALIATION OR OBSTRUCTION,278,Obstructing,Att Obstructing
ATT TAMPER WITH EVIDENCE,94,Obstructing,Att Obstructing
ATT TAMPER WITH PHYSICAL EVIDE,1016,Obstructing,Att Obstructing
ATT INTERFERE DUTIES PUB SERVA,29,Obstructing,Att Obstructing
ATT HINDER APPREHENSION,16,Obstructing,Att Obstructing
BRIBE PUBLIC SERVANT-OFFER,30,Obstructing,Obstructing
BRIBERY-POLICE OFFICER,113,Obstructing,Obstructing
COMMERCIAL BRIBE,74,Obstructing,Obstructing
DISREGARD A PEACE OFFICER,573,Obstructing,Obstructing
EXPARTE OUT OF STATE WITNESS,44,Obstructing,Obstructing
FAIL REPORT SEX ABUSE CHILD,3,Obstructing,Obstructing
FAIL TO EXHIBIT LICENSE,59,Obstructing,Obstructing
FAILURE TO REPORT FELONY,16,Obstructing,Obstructing
INTERFER W/EMER TEL CALL W/PRE,12,Obstructing,Obstructing
INTERFER W/POLICE SERVICE ANIM,32,Obstructing,Obstructing
INTERFERE DUTIES PUB SERVANT,5013,Obstructing,Obstructing
INTERFERENCE W/EMERGENCY TELEP,3885,Obstructing,Obstructing
OFFER GIFT TO PUBLIC SERVANT,35,Obstructing,Obstructing
PERJURY,348,Obstructing,Obstructing
POSS OFFER SALE UNLAW V/TAPE,37,Obstructing,Obstructing
BRIBERY,547,Obstructing,Obstructing
HINDER PROCEEDINGS-COURT,26,Obstructing,Obstructing
COERCE PUB SERVANT/VOTER,24,Obstructing,Obstructing
BRIBE PUBLIC SERVANT-GIVE,21,Obstructing,Obstructing
BRIBERY-COMMERCIAL,21,Obstructing,Obstructing
EXPARTE CONTEMPT OF COURT,20,Obstructing,Obstructing
AGGRAVATED PERJURY,19,Obstructing,Obstructing
INTERFER DUTIES POLICE OFF,17,Obstructing,Obstructing
FAIL FURN EVID FINANCIAL RESP,10,Obstructing,Obstructing
FAIL TO REPT ACCIDENT - S/R,10,Obstructing,Obstructing
FAIL IDENT TO P-O,506,Obstructing,Obstructing - Failure to identify
FAIL IDENT TO P-O-FUGITIVE,16832,Obstructing,Obstructing - Failure to identify
FAIL TO ID TO P.O. FALSE INF,10454,Obstructing,Obstructing - Failure to identify
FAIL TO ID TO P.O. FALSE INF/F,7786,Obstructing,Obstructing - Failure to identify
FALSE IDENTIFICATION,20,Obstructing,Obstructing - Failure to identify
FAIL TO IDENTIFY AS WITNESS,15,Obstructing,Obstructing - Failure to identify
FAIL IDENT TO P/O FALSE INFO,11,Obstructing,Obstructing - Failure to identify
FALSE ALARM/REPORT EMERGENCY,98,Obstructing,Obstructing - False Alarm/Report
FALSE ALARM-REPORT,1821,Obstructing,Obstructing - False Alarm/Report
FALSE INFO. ON ACCIDENT REPORT,52,Obstructing,Obstructing - False Alarm/Report
FALSE REPORT,348,Obstructing,Obstructing - False Alarm/Report
FALSE REPORT - CHILD ABUSE,2,Obstructing,Obstructing - False Alarm/Report
FALSE REPORT RE MISSING CHILD/,2,Obstructing,Obstructing - False Alarm/Report
FALSE REPORT TO POLICE OFFICER,2758,Obstructing,Obstructing - False Alarm/Report
FALSE STATEMENT,87,Obstructing,Obstructing - False Alarm/Report
ATT FALSE RPT. TO POLICE OFFIC,21,Obstructing,Obstructing - False Alarm/Report
ATT FALSE STMT UNDER TX RACE A,18,Obstructing,Obstructing - False Alarm/Report
RETALIATION,2727,Obstructing,Obstructing - Retaliation
RETALIATION - 12.44,115,Obstructing,Obstructing - Retaliation
TAMP W/EVIDENCE - HUMAN CORPSE,28,Obstructing,Obstructing - Tampering
TAMPER EVIDENCE,213,Obstructing,Obstructing - Tampering
TAMPER GOVT REC-DEFRAUD/HARM,827,Obstructing,Obstructing - Tampering
TAMPER GOVT RECORD,4083,Obstructing,Obstructing - Tampering
TAMPER GOVT RECORD-HARM,2136,Obstructing,Obstructing - Tampering
TAMPER W/PHYSICAL EVIDENCE,9,Obstructing,Obstructing - Tampering
TAMPER WITH WITNESS,181,Obstructing,Obstructing - Tampering
TAMPER/FABRICATE EVIDENCE,2625,Obstructing,Obstructing - Tampering
TAMPERING WITH RECORD,607,Obstructing,Obstructing - Tampering
ATT TAMPER EVIDENCE,21,Obstructing,Obstructing - Tampering
DEST-CONCEAL WRITING,18,Obstructing,Obstructing - Tampering
TAMPER WITH WITNESS 12.44B,12,Obstructing,Obstructing - Tampering
ATT ENGAGE IN ORG CRIME ACTIVI,22,Organized Crime,Organized Crime
ATT MONEY LAUNDERING,24,Organized Crime,Organized Crime
ATTEMPT SOLICT/COER INDUC GANG,2,Organized Crime,Organized Crime
ENDLESS CHAIN SCHEME,90,Organized Crime,Organized Crime
ENGAGING IN ORG CRIM ACT (GANG,25,Organized Crime,Organized Crime
ENGAGING IN ORG CRIM ACTIVITY,4077,Organized Crime,Organized Crime
MONEY LAUNDERING >$200K,56,Organized Crime,Organized Crime
"MONEY LAUNDERING>=1,500<20K",77,Organized Crime,Organized Crime
MONEY LAUNDERING>=100K<200K,58,Organized Crime,Organized Crime
MONEY LAUNDERING>=20K<100K,83,Organized Crime,Organized Crime
PYRAMID PROMOTIONAL SCHEME,51,Organized Crime,Organized Crime
VIO ORDER ENJOIN ORG CRIM ACT,7,Organized Crime,Organized Crime
COERCE/SOLICIT/INDUCE GANG MEM,1,Organized Crime,Organized Crime
CRED CARD TRNS LAUN >=500 <150,1,Organized Crime,Organized Crime
CRED CARD TRNS LAUN>1500 <20K,1,Organized Crime,Organized Crime
AIR POLLUTION,728,Pollution,Pollution
AIR POLLUTION RULE 114,2,Pollution,Pollution
DUMPING,58,Pollution,Pollution
HAZARDOUS WASTE,190,Pollution,Pollution
HAZARDOUS WASTE RELEASE,39,Pollution,Pollution
ILLEGAL DISPOSAL OF LITTER/SOL,156,Pollution,Pollution
ILLEGAL DUMPING,1810,Pollution,Pollution
ILLEGAL DUMPING 1ST OFFENSE,115,Pollution,Pollution
ILLEGAL DUMPING ENHANCED BY PR,62,Pollution,Pollution
TRANSPORTATION OF MEDICAL WAST,8,Pollution,Pollution
USED OIL ACT VIOLATION,206,Pollution,Pollution
WATER POLLUTION,1911,Pollution,Pollution
ATT VIOL USED OIL ACT(371.041H,19,Pollution,Pollution
REGISTRANT/DISPENSER COMM VIOL,17,Pollution,Pollution
WATER POL/RECKLESS ENDANGERMEN,9,Pollution,Pollution
DUMP TRASH ON HIGHWAY,8,Pollution,Pollution
FAIL NOTIFY/REP WATER POLLUTIO,7,Pollution,Pollution
LITTERING,6,Pollution,Pollution
"USED OIL ACT VIOLATION, PREV.",4,Pollution,Pollution
VIOL RELATING TO HAZARDOUS WAS,3,Pollution,Pollution
"EMISS/AIR CONTAM.,KNOWING ENDA",2,Pollution,Pollution
ILLEGAL SEWAGE DISCHARGE,2,Pollution,Pollution
REL HAZARDOUS WASTE SBI/ENDANG,2,Pollution,Pollution
UNAUTH. DISPOSAL LEAD ACT BATT,2,Pollution,Pollution
VIOLATION HERBICIDE LAW,2,Pollution,Pollution
VIOLATION WATER SAFETY ACT,2,Pollution,Pollution
FAIL NOTIFY/REPORT CLEAN AIR A,1,Pollution,Pollution
HAZARDOUS MATERIAL VIOLATION,1,Pollution,Pollution
MEDICAL WASTE VIOLATION,1,Pollution,Pollution
WATER POLLUTION/ENDANGERMENT,1,Pollution,Pollution
AGG PROMOTION OF PROSTITUTION,11,Prostitution,Promote Prostitution
AGG PROMOTION PROST,307,Prostitution,Promote Prostitution
ATT AGG PROM OF PROSTITUTION,4,Prostitution,Promote Prostitution
PROMOTE PROSTITUTION,1182,Prostitution,Promote Prostitution
COMM.SEX-HOMOSEXUAL PROST.,4,Prostitution,Prostitution
COMMERCIAL SEX,4,Prostitution,Prostitution
PROSTITUTION,57847,Prostitution,Prostitution
PROSTITUTION - NON PUBLIC OFFE,338,Prostitution,Prostitution
PROSTITUTION - PUBLIC OFFER,71,Prostitution,Prostitution
PROSTITUTION SOLICIT PERSON >1,1,Prostitution,Prostitution
PROSTITUTION WITH 3 OR MORE PR,169,Prostitution,Prostitution
PROSTITUTION-2ND,7214,Prostitution,Prostitution
AGG SEX ABUSE,84,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-M/P THREAT SBI/D,3,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/A DEADLY WPN,13,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/A FEAR SBI/D,4,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/A THREAT SBI/D,1,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/M DEADLY WPN,23,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/M FEAR SBI/D,11,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-P/M THREAT SBI/D,4,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-PFO THREAT SBI/D,3,Sexual Assault,Agg Sexual Assault
AGG SEX ABUSE-SBI/AD,6,Sexual Assault,Agg Sexual Assault
AGG RAPE,1010,Sexual Assault,Agg Sexual Assault
AGG RAPE- DEADLY WPN,129,Sexual Assault,Agg Sexual Assault
AGG RAPE- THREAT SBI/D,42,Sexual Assault,Agg Sexual Assault
AGG SEX ASSAULT,1312,Sexual Assault,Agg Sexual Assault
AGG SEX ASSAULT ELDERLY/DISABL,37,Sexual Assault,Agg Sexual Assault
AGG SEX ASSAULT-VICT 65 OR OVE,11,Sexual Assault,Agg Sexual Assault
AGG SEXUAL ASSAULT,85,Sexual Assault,Agg Sexual Assault
AGG SEXUAL ASSLT,1393,Sexual Assault,Agg Sexual Assault
ATT AGG SEX ABUSE,62,Sexual Assault,Att Sexual Assault
ATT AGG SEX ASSAULT-65 OR OVER,2,Sexual Assault,Att Sexual Assault
ATT AGG SEX ASSLT ELDERLY/DISA,1,Sexual Assault,Att Sexual Assault
ATT SEX ABUSE,88,Sexual Assault,Att Sexual Assault
ATT SEX ABUSE 12.44,21,Sexual Assault,Att Sexual Assault
SOLICIT AGG SEX ABUSE,1,Sexual Assault,Att Sexual Assault
CONSP COMMIT AGG SEX ABUSE,4,Sexual Assault,Att Sexual Assault
ATT AGG RAPE,45,Sexual Assault,Att Sexual Assault
ATT IMPROPER SEX/ACT W/PERS IN,1,Sexual Assault,Att Sexual Assault
ATT RAPE,184,Sexual Assault,Att Sexual Assault
ATT SEX ASSLT,326,Sexual Assault,Att Sexual Assault
ATT SEXUAL ASSAULT,181,Sexual Assault,Att Sexual Assault
ATTEMPTED AGG SEXUAL ASSAULT,18,Sexual Assault,Att Sexual Assault
ATTEMPTED RAPE,11,Sexual Assault,Att Sexual Assault
CONSP COMMIT AGG RAPE,1,Sexual Assault,Att Sexual Assault
SOLICIT AGG RAPE,2,Sexual Assault,Att Sexual Assault
ATT BURG W-INTENT RAPE,5,Sexual Assault,Burglary - Sexual Intent
BURG BLDG INTENT SEX ASSAULT,6,Sexual Assault,Burglary - Sexual Intent
BURG BLDG INTENT SEX ASSALT,22,Sexual Assault,Burglary - Sexual Intent
BURG W-INTENT RAPE,132,Sexual Assault,Burglary - Sexual Intent
BURG HABITATION-RAPE,582,Sexual Assault,Burglary - Sexual Intent
COMPEL PROSTITUTION,13,Sexual Assault,Sexual Assault
COMPEL PROSTITUTION-FORCE,92,Sexual Assault,Sexual Assault
SEX ABUSE,158,Sexual Assault,Sexual Assault
SEX ABUSE-FORCE & THREATS,13,Sexual Assault,Sexual Assault
RAPE,520,Sexual Assault,Sexual Assault
SEX ASSLT,436,Sexual Assault,Sexual Assault
SEXUAL ASSAULT,3020,Sexual Assault,Sexual Assault
INDECENT EXPOSURE,8212,Sexual Non-Assault,Indecency
"LIQUOR-LEWD,DISORDERLY PLACE",13,Sexual Non-Assault,Indecency
PUBLIC LEWDNESS,8517,Sexual Non-Assault,Indecency
CON EXHIBIT OBSCENE MATTER,13,Sexual Non-Assault,Obscene Material
IMPROPER/PHOTOG/VISUAL RECORDI,100,Sexual Non-Assault,Obscene Material
OBSC COMMERCIAL SALE,276,Sexual Non-Assault,Obscene Material
OBSC DISPLAY,9,Sexual Non-Assault,Obscene Material
OBSCENE MATERIAL,44,Sexual Non-Assault,Obscene Material
OBSCENITY,56,Sexual Non-Assault,Obscene Material
OBSCENITY WHOLESALE/PROMOTION,9,Sexual Non-Assault,Obscene Material
OBSCN/PART/N/OBSC/PERFORMANCE,30,Sexual Non-Assault,Obscene Material
OBSCN/POSS/MAT/FR/PROMOTION,182,Sexual Non-Assault,Obscene Material
OBSCN/POSS/OF/DEVICE PROMOTION,220,Sexual Non-Assault,Obscene Material
OBSCN/PRO/PRES/DIR/OBSC/PERFM,78,Sexual Non-Assault,Obscene Material
OBSCN/PROM OF OBSCENE DEVICE,155,Sexual Non-Assault,Obscene Material
OBSCN/PROM/OBSCN/MATERIAL,1230,Sexual Non-Assault,Obscene Material
OBSCN/WHOLSLE/PRO/OLBSCN/MAT,24,Sexual Non-Assault,Obscene Material
OPERATE SEX/ORI BUS W/O PERMIT,651,Sexual Non-Assault,Obscene Material
"OPERATE SEX/ORIENT/ESTB. ""HCO""",40,Sexual Non-Assault,Obscene Material
BIGAMY,67,Sexual Non-Assault,Other Sex Offense
ATTEMPT IMPROPER VISUAL RECORD,12,Sexual Non-Assault,Other Sex Offense
ATT. PROH. SEX CONDUCT/INCEST,4,Sexual Non-Assault,Other Sex Offense
INCEST/PROH SEXUAL CONDUCT,51,Sexual Non-Assault,Other Sex Offense
INCEST-ADULT,8,Sexual Non-Assault,Other Sex Offense
IMPROPER SEX/ACT. W/PERSON CUS,31,Sexual Non-Assault,Other Sex Offense
VIOL SEXUALLY ORIENTED ENTERPR,1854,Sexual Non-Assault,Other Sex Offense
SEX OFFENSE,119,Sexual Non-Assault,Other Sex Offense
HOMOSEXUAL CONDUCT,5,Sexual Non-Assault,Other Sex Offense
IMPROPER SEXUAL ACTIVITY,1,Sexual Non-Assault,Other Sex Offense
ATT FAIL REG AS SEX OFF,12,Sexual Non-Assault,SOR Violation
ATT FAIL TO COMPLY AS SEX OFFE,98,Sexual Non-Assault,SOR Violation
ATT FAIL. REGISTER AS SEX OFFE,161,Sexual Non-Assault,SOR Violation
FAIL COMPLY SEX OFFENDER REGIS,219,Sexual Non-Assault,SOR Violation
FAIL REGISTER/SEXUAL PROGRAM,23,Sexual Non-Assault,SOR Violation
FAIL TO COMPLY AS SEX OFFENDER,2236,Sexual Non-Assault,SOR Violation
FAIL TO REGISTER AS SEX OFFEND,1742,Sexual Non-Assault,SOR Violation
SEX OFFENDER DUTY TO REGISTER,1,Sexual Non-Assault,SOR Violation
SEX OFFENDERS FAIL TO COMPLY/C,1,Sexual Non-Assault,SOR Violation
ATT AUTO THEFT,19,Theft,Att Theft
ATT BURG COIN-OP MACHINE,328,Theft,Att Theft
ATT THEFT $0 - $20,19,Theft,Att Theft
ATT THEFT $20-$200,19,Theft,Att Theft
ATT THEFT $200-$750,294,Theft,Att Theft
ATT THEFT $20-200-VEH,32,Theft,Att Theft
"ATT THEFT $750-$20,000",103,Theft,Att Theft
ATT THEFT $750-$20000,57,Theft,Att Theft
ATT THEFT FROM CORPSE,1,Theft,Att Theft
ATT THEFT FROM PERSON,188,Theft,Att Theft
ATT THEFT GAS/CRUDE EQUIP,3,Theft,Att Theft
ATT THEFT OF ANIMAL,3,Theft,Att Theft
ATT THEFT OVER $10000-ST PROP,1,Theft,Att Theft
ATT THEFT OVER $20000,46,Theft,Att Theft
ATT THEFT OVER $50.00,1,Theft,Att Theft
ATT THEFT SERVICE-$200-10000,17,Theft,Att Theft
ATT THEFT SERVICE-OVER $10000,51,Theft,Att Theft
ATT THEFT TRADE SECRET,5,Theft,Att Theft
ATT THEFT-$200-10000,121,Theft,Att Theft
ATT THEFT-$200-10000-CHECK,13,Theft,Att Theft
ATT THEFT-$200-10000-EMBEZ,5,Theft,Att Theft
ATT THEFT$200-10000-EXTORT,1,Theft,Att Theft
ATT THEFT-$200-10000-FLS PXT,4,Theft,Att Theft
ATT THEFT-$200-10000-ST PROP,195,Theft,Att Theft
ATT THEFT-$200-10000-VEH,161,Theft,Att Theft
ATT THEFT-$20-10000,17,Theft,Att Theft
ATT THEFT-$20-200,324,Theft,Att Theft
ATT THEFT-$20-200-CHECK,5,Theft,Att Theft
ATT THEFT-$20-200-EXTORT,2,Theft,Att Theft
ATT THEFT-$20-200-FLS PXT,2,Theft,Att Theft
ATT THEFT-$20-200-ST PROP,10,Theft,Att Theft
ATT THEFT-$20-200-VEH,22,Theft,Att Theft
ATT THEFT-$5-20,37,Theft,Att Theft
ATT THEFT-$5-20-CHECK,1,Theft,Att Theft
ATT THEFT-$5-20-EXTORT,1,Theft,Att Theft
ATT THEFT-$5-20-FLS PXT,2,Theft,Att Theft
ATT THEFT-$5-20-ST PROP,1,Theft,Att Theft
ATT THEFT-$5-20-VEH,4,Theft,Att Theft
ATT THEFT-OVER $10000,27,Theft,Att Theft
ATT THEFT-OVER $10000-EXTORT,4,Theft,Att Theft
ATT THEFT-OVER $10000-FLS PXT,1,Theft,Att Theft
ATT THEFT-OVER $10000-ST PROP,1,Theft,Att Theft
ATT THEFT-OVER $10000-VEH,16,Theft,Att Theft
ATT. THEFT,347,Theft,Att Theft
ATTEMPT THEFT OVER $200K,1,Theft,Att Theft
ATTEMPTED THEFT FROM PERSON/EL,1,Theft,Att Theft
CONSP THEFT $200-$750,15,Theft,Att Theft
CONSP THEFT OVER $20000,15,Theft,Att Theft
THEFT,3848,Theft,Theft
THEFT - ANIMALS,36,Theft,Theft
THEFT ATM,1,Theft,Theft
THEFT BY RECEIVING,211,Theft,Theft
THEFT BY THREAT OF MURDER,10,Theft,Theft
THEFT OF ANIMAL,66,Theft,Theft
THEFT OF LIVESTOCK,2,Theft,Theft
THEFT OF TRADE SECRETS,2,Theft,Theft
THEFT OVER $50.00,342,Theft,Theft
THEFT TRADE SECRET,93,Theft,Theft
POSS UNLAW. TELECOMMUNICATION,27,Theft,Theft
SHOPLIFTING,16,Theft,Theft
DEBIT CARD ABUSE-THEFT/RECEIVE,14,Theft,Theft
UNLAWFUL CABLE-ATTACH DEVICE,13,Theft,Theft
SHOPLIFTING-CHANGE PRICE TAG,10,Theft,Theft
UNLAWFUL CABLE-INTERCEPT,10,Theft,Theft
STEAL/REC UNSIGN CHECK/SIGHT O,16,Theft,Theft
THEFT BY CHECK,41,Theft,Theft
THEFT FROM CORPSE,15,Theft,Theft
THEFT FROM HUMAN CORPSE/GRAVE,2,Theft,Theft
THFT PROP GRAVE/HUMN CORPS/MIL,3,Theft,Theft
THEFT BY CHECK F/ELDERLY,15,Theft,Theft
THEFT FROM PERSON/ELDERLY,5,Theft,Theft
THEFT PUBLIC SERVANT,106,Theft,Theft
BURG COIN OPERATED MACHINE,2278,Theft,Theft - Coin Operated Machine
THEFT BY RECEVING FIREARMS,12,Theft,Theft - Firearms
THEFT OF FIREARM,1465,Theft,Theft - Firearms
THEFT OF FIREARM OVER $400,75,Theft,Theft - Firearms
THEFT BY CHECK 3RD OFFENDER,48,Theft,Theft - Prior
THEFT-CHECK-HABITUAL,67,Theft,Theft - Prior
THEFT-3RD OFFENDER,261,Theft,Theft - Prior
THEFT-SECOND OFFENDER,550,Theft,Theft - Prior
DRIVE VEH W/O OWNER CONSENT,40,Theft,Theft - Unauth Use of Vehicle
UNAUTH USE OF VEHICLE,34257,Theft,Theft - Unauth Use of Vehicle
UNAUTHORIZED USE MTR VEH,1480,Theft,Theft - Unauth Use of Vehicle
UNAUTHORIZED USE MTR VEHICLE,89,Theft,Theft - Unauth Use of Vehicle
THEFT - AUTO,594,Theft,Theft - Vehicle
THEFT- VEHICLE,41,Theft,Theft - Vehicle
THEFT-OVER $10000-VEH,510,Theft,Theft - Vehicle
THEFT AUTO $750-20000,12436,Theft,Theft - Vehicle
THEFT-$200-10000-VEH,8559,Theft,Theft - Vehicle
THEFT-$20-200-VEH,1023,Theft,Theft - Vehicle
"THEFT >= $100,000",61,Theft,Theft F1/F2
"THEFT >= $200,000",726,Theft,Theft F1/F2
"THEFT BY REC OVER $100,000",6,Theft,Theft F1/F2
"THEFT F/ELDERLY >200,000",2,Theft,Theft F1/F2
"THEFT - GOVN CONT. 100,000 - 2",15,Theft,Theft F1/F2
THEFT $100K-200K PUB SERV,23,Theft,Theft F1/F2
"THEFT F/ELDERLY 100,000-200,00",8,Theft,Theft F1/F2
ORGANIZED RETAIL THEFT >$20K <,2,Theft,Theft F1/F2
THEFT >$100K <$200K,4,Theft,Theft F1/F2
"THEFT >=$100,000 <$200,000",574,Theft,Theft F1/F2
THEFT GAS/CRUDE EQUIPMENT,2,Theft,Theft F1/F2
THEFT OVER $20000,1426,Theft,Theft F1/F2
THEFT-OVER $10000,331,Theft,Theft F1/F2
THEFT-OVER $10000-ACFT,2,Theft,Theft F1/F2
THEFT-OVER $10000-EMBEZZLE,10,Theft,Theft F1/F2
THEFT-OVER $10000-EXTORT,13,Theft,Theft F1/F2
THEFT-OVER $10000-FALS PRTEXT,4,Theft,Theft F1/F2
THEFT-OVER $10000-STOLEN PROP,544,Theft,Theft F1/F2
THEFT-OVER $10000-CHECK,24,Theft,Theft F1/F2
THEFT-OVER-20000-CHECK,41,Theft,Theft F1/F2
THEFT OF SERVICE $100K-200K,4,Theft,Theft F1/F2
THEFT SERVICE-OVER $10000,13,Theft,Theft F1/F2
"THEFT - GOVN CONT. 20,000 - 10",28,Theft,Theft F1/F2
"THEFT F/ELDERLY 20,000 - 100,0",26,Theft,Theft F1/F2
THEFT-$750-$20000 PUBLIC SERV,19,Theft,Theft F1/F2
THFT ELDER NON/PROFIT ORG $20K,2,Theft,Theft F1/F2
"THEFT SERVICE $750-$20,000",580,Theft,Theft F3 - Service
"THEFT SERVICE $750-$20,000 DIV",25,Theft,Theft F3 - Service
THEFT SERVICE $750-$20000,193,Theft,Theft F3 - Service
THEFT SERVICE-$200-10000,549,Theft,Theft F3 - Service
THEFT OF SERVICE $20K-100K,5,Theft,Theft F3 - Service
THEFT FROM PERSON,6954,Theft,Theft from Person
THEFT - WIRE OR CABLE,357,Theft,Theft FS/F3
"THEFT >=$20,000 <$100,000",4021,Theft,Theft FS/F3
"THEFT >=$750 <$20,000",12694,Theft,Theft FS/F3
"THEFT BY REC $20,000-$100,000",49,Theft,Theft FS/F3
"THEFT BY REC OVER $20,000",36,Theft,Theft FS/F3
THEFT BY RECEIVING $750-$20000,3990,Theft,Theft FS/F3
THEFT-$200-10000,6916,Theft,Theft FS/F3
THEFT-$200-10000-ACFT,1,Theft,Theft FS/F3
THEFT-$200-10000-EMBEZZLE,4,Theft,Theft FS/F3
THEFT-$200-10000-FALS PRTEXT,25,Theft,Theft FS/F3
THEFT-$200-10000-STOL PROP,7302,Theft,Theft FS/F3
THEFT-$750-$20000,183,Theft,Theft FS/F3
"THEFT - GOVN CONT. 1,500 - 20,",9,Theft,Theft FS/F3
THEFT $1500-20K PUB SERV,99,Theft,Theft FS/F3
"THEFT F/ELDERLY 1,500 - 20,000",60,Theft,Theft FS/F3
ORGANIZED RETAIL THEFT >$1500,1,Theft,Theft FS/F3
"ORGANIZED RETAIL THEFT 1,500-2",8,Theft,Theft FS/F3
THEFT $1500-20K,26776,Theft,Theft FS/F3
THEFT MTRL 50% ALUM/BRZE/CPPR,468,Theft,Theft FS/F3
THFT MATERIAL ALUM/BRNZ/COPPR/,222,Theft,Theft FS/F3
TELECOMM SERVICE THEFT>$1500,7,Theft,Theft FS/F3
THEFT OF SERVICE $1500-20K,189,Theft,Theft FS/F3
"THEFT - GOVN CONT. 500.00 - 1,",1,Theft,Theft FS/F3
"THEFT <$1,500 2/MORE CONVIC.",2,Theft,Theft FS/F3
"THEFT F/ELDERLY 500 - 1,500",26,Theft,Theft FS/F3
THEFT-$200-10000-CHECK,3317,Theft,Theft FS/F3 - Check
THEFT-$750-20000-CHECK,3887,Theft,Theft FS/F3 - Check
"THEFT>=$1,500<$20K BY CHECK",1280,Theft,Theft FS/F3 - Check
ORGANIZED RETAIL THEFT >$50 <$,7,Theft,Theft MA
POSS/MAN/DIST INSTR TO COMMIT,44,Theft,Theft MA
TAMPER W/I.D. PERSONAL PROP,254,Theft,Theft MA
THEFT $200-$750,15224,Theft,Theft MA
"THEFT >=$500 <$1,500",22196,Theft,Theft MA
THEFT BY REC $200-$750 NAMED,745,Theft,Theft MA
THEFT BY REC $200-$750 UNKNOWN,1375,Theft,Theft MA
THEFT FROM PERSON  12.44,366,Theft,Theft MA
THEFT OF EXACTLY $200.00,100,Theft,Theft MA
THEFT OF EXACTLY $750.00,8,Theft,Theft MA
THEFT-$20-200,26655,Theft,Theft MA
THEFT-$20-200-EMBEZZLE,3,Theft,Theft MA
THEFT-$20-200-EXTORT,17,Theft,Theft MA
THEFT-$20-200-FALS PRTEXT,18,Theft,Theft MA
THEFT $20-500 PUB SERV,119,Theft,Theft MA
THEFT F/ELDERLY 50.00 - 500.00,21,Theft,Theft MA
"THEFT BY CHECK $500.00 - 1,500",1617,Theft,Theft MA - Check
THEFT-$200-750-CHECK,6623,Theft,Theft MA - Check
THEFT UNDER $1500 - 3RD OFF.,15128,Theft,Theft MA - Prior
THEFT-$200-$750 HABITUAL,5374,Theft,Theft MA - Prior
THEFT OF SERVICE $500-1500,224,Theft,Theft MA - Service
THEFT SERVICE $200-$750,252,Theft,Theft MA - Service
THEFT SERVICE $200-$750  DIVE,9,Theft,Theft MA - Service
THEFT SERVICE $200-$750 RENT,94,Theft,Theft MA - Service
UNAU USE TELECOMM SRVCS>=$500<,28,Theft,Theft MA - Service
THEFT-$20-200-STOL PROP,2169,Theft,Theft MA/B
THEFT-$20-200-CHECK,42768,Theft,Theft MA/B - Check
THEFT - $50-$500,92900,Theft,Theft MB
THEFT - EXACT AMOUNT $50.00,237,Theft,Theft MB
THEFT $20-$200,58174,Theft,Theft MB
THEFT $20-500,7115,Theft,Theft MB
THEFT OF EXACTLY $20.00,112,Theft,Theft MB
THEFT-$50-500-STING,46,Theft,Theft MB
THEFT-$5-20,11631,Theft,Theft MB
THEFT-$5-20-EXTORT,2,Theft,Theft MB
THEFT-$5-20-FALS PRTEXT,6,Theft,Theft MB
THEFT-$5-20-STOL PROP,69,Theft,Theft MB
THEFT-$5-20-VEH,41,Theft,Theft MB
THEFT-AGGREGATE $50-500,926,Theft,Theft MB
THEFT <$20 - ENHANCED,70,Theft,Theft MB
THEFT <$20 PUB SERV,67,Theft,Theft MB
THEFT <$20 PUB SERV - 2ND,213,Theft,Theft MB
THEFT F/ELDERLY <50.00,4,Theft,Theft MB
THEFT BY CHECK $20.00 - $500.0,3321,Theft,Theft MB - Check
THEFT BY CHECK $50.00 - $500.0,12616,Theft,Theft MB - Check
THEFT CHECK $20 - $500,4382,Theft,Theft MB - Check
THEFT-$5-20-CHECK,2987,Theft,Theft MB - Check
UNLAWFUL CABLE-MAKE/MAINT CON,44,Theft,Theft MB - Service
UNLAWFUL CABLE-TAMPER,29,Theft,Theft MB - Service
TELECOMM SERVICE THEFT <$500,4,Theft,Theft MB - Service
THEFT OF SERVICE $20-500,194,Theft,Theft MB - Service
THEFT OF SERVICE-DECEP 50-500,736,Theft,Theft MB - Service
THEFT OF SERVICE-DIVER 50-500,77,Theft,Theft MB - Service
THEFT OF SERVICE-RENT AGR 50-5,32,Theft,Theft MB - Service
THEFT SERVICE-$20-200,1333,Theft,Theft MB - Service
THEFT SERVICE-$5-20,340,Theft,Theft MB - Service
